price,market_cap,volume
56.569615544149514,2695654837792.11,167688599654.6045
57.57706087114159,2715586235827.0107,170878411927.70285
57.42954950704162,2734515251694.151,164575302345.0358
57.57499819483237,2741440809329.8403,164274804838.3729
57.09836302919185,2721485993826.306,167306816846.79312
57.06983302670569,2718176273487.2925,159152791213.3478
57.48710938338699,2740014857036.4863,168252760503.36145
57.675448305389516,2748991677231.142,160842284050.14914
58.00007986792656,2764464629584.379,161125655806.3212
57.93700696911643,2761458378588.811,169239436144.78546
57.40023266857524,2735874041958.672,158907988080.0405
57.53007968479047,2740603136566.977,158064776682.75427
57.341468933319156,2733073179132.4893,157778966663.36682
57.61650162167853,2742794009102.932,166639335955.10156
57.5137217930279,2741283287447.752,165336319548.8785
57.44218000712188,2737873382890.2954,163888302630.47607
57.50953980108781,2741082262191.0825,159855336643.01376
57.69712094283535,2747272096809.7017,149204574280.44016
57.91371305674311,2760348118103.182,152313104318.80988
57.84430788219888,2757779474843.3745,148815455053.94122
57.8100371457806,2755406600963.0605,147425581107.30618
57.89635229762598,2759725664131.8887,145780129148.73056
57.69811527531023,2749887185805.8545,139528836745.88824
57.050060445891596,2724063201097.2534,130430633016.6743
57.861601118683325,2754593081753.4844,134602695494.04932
58.29734540566263,2778633231878.3247,136886412129.04007
58.400065465355105,2783529190166.9214,131416244708.34996
58.5210354599701,2789294997250.561,134490638983.41951
58.268340399669285,2786395037912.144,133123844494.59293
58.203098253125084,2774197150441.71,132140591488.95894
58.186062948103846,2773329163012.989,131632416418.31667
58.473220345104465,2787015979805.9897,131735734564.68443
58.218369348172565,2774868986759.8276,131010913957.43442
58.090932748386734,2768794961113.2305,130213821355.35103
57.97139170672194,2763097262382.1514,129610239363.8843
57.7323236574176,2760802670748.1665,124469982702.91646
57.8590021224931,2757740424408.1035,128748459472.34386
57.65294535510259,2761250348108.02,123337540174.36356
57.7248748624125,2750011019236.464,124281067733.06245
57.89914105702591,2759653571166.4844,127764751392.68901
57.71179893768798,2750724261694.49,122940709001.51541
58.07849393331501,2763106944207.9478,127896963307.86162
58.082805287892796,2771516946358.3433,127188873587.83142
57.790411572981284,2759921321917.681,125629846437.76158
57.95766785011488,2762443140590.283,125829774485.25198
58.06898676631334,2767748947188.051,121845554438.0679
57.77394729615776,2754638161226.303,126935678718.0563
57.83746496717771,2754619109274.6787,126108674679.0318
57.66961207751085,2735205361967.8,124594794049.70468
57.84270082890911,2759806492650.901,128294028824.14279
57.695057423101254,2749926308915.355,127134614022.38213
58.10721253201388,2769570906355.3237,128066797557.18835
57.727807458968506,2751487277727.4463,123149620533.29791
57.8407490836915,2756046025219.183,123920537839.14476
57.42875533575626,2739444083897.1157,123899684354.84772
57.78464955496272,2754350078518.3535,127937015725.86234
57.7187022981711,2751053297377.274,127432025378.69073
57.95124134688878,2761541500653.9634,127677960647.77492
57.89984036408937,2759686902321.313,127379945058.6588
57.534903369148516,2745201537029.647,127529891984.80112
57.58941575256255,2741271806107.3037,128028472118.637
57.63060206762691,2744506476996.845,128714020851.65718
57.1695104088343,2727856327751.735,123542964439.15363
56.69587708281937,2702302258817.9204,125422026782.74684
56.57957826645294,2694596037870.7344,133060039537.65323
56.83831561259975,2709417126209.9194,132118503704.987
56.86818256819244,2710514875436.4126,133033341387.78995
56.8893360695807,2704834132725.83,141575157805.73904
57.163232774841504,2725556806681.7124,144187027775.1955
57.23315190905712,2727910452063.2144,145061661175.4947
57.00869768234511,2713732554420.408,137213435926.99516
56.743759871509305,2706269619952.162,138338949893.33582
56.66579060851676,2700868243654.0127,135543949874.01532
56.78705571285167,2710725047309.5386,141517582833.7502
56.57938598495651,2703108991450.1577,141513462882.98026
56.23597148304387,2675496160005.8257,143797267025.94882
56.100097111244246,2677169892230.5894,138710034646.3766
56.59009574947177,2695292067821.964,141371017871.7345
56.76089558945423,2706187846280.487,141790240154.54202
56.795470186583856,2707049176638.2817,149499629030.8188
55.894156682934494,2662962710112.4297,142731644931.6492
56.864570539624346,2710342714893.8706,154463749735.5038
56.77876525109987,2706041580960.5903,156444737565.19415
57.113428238360235,2722267030770.666,159332663739.97733
56.89237172519446,2710893433878.56,159498992338.6847
56.83927877593493,2709137230585.9453,159834619053.45197
56.35385494282429,2686296091941.556,151409699469.00098
56.16738881778558,2677112860472.8975,157554307375.917
56.461829142016896,2688815876361.3984,156256439452.15475
56.76260212108608,2705482582166.0264,148992458046.1206
56.43269059791641,2689757970428.0483,154493919653.77982
55.581763111469805,2658303067458.5884,153003674227.9369
55.77166272060926,2658251320951.9434,150598416190.8415
55.86380779701322,2670916016404.8076,160098603664.51065
55.74977444429859,2658572444011.81,152983945861.29538
55.75168114045297,2646241398590.64,153140223932.9456
55.54030794745006,2647224231183.4375,153919954294.57864
55.12866444344346,2627604018428.2876,155011337309.639
55.570476589158396,2648662162702.0703,157702991916.9724
55.85326032864817,2662140517342.6367,156449954209.47525
55.547113100993855,2647548586017.3193,162240786153.96246
55.771948521752684,2652034897458.5034,162681345445.4324
55.97298704273936,2662921005794.936,162695977451.71255
55.79547165285147,2653663509759.9604,162022050916.28854
56.54729301048014,2695220278699.328,157097722276.9143
56.56330327369153,2695983377758.14,162022631608.22263
56.159227572698136,2680989705599.19,159713602378.89523
56.04030343035678,2669502929428.2905,153214703655.99768
56.11071599909183,2674411657248.7905,161844044962.46957
55.86099864080281,2662509349425.1597,160538158202.95526
55.20658910783993,2623104174881.2847,160798764911.02707
55.59632404129081,2650663689786.341,162211957679.31403
55.630276219474176,2651475954126.859,161986236112.7512
