price,market_cap,volume
165.14744636206555,1135040259756.148,96390473387.76851
164.57467234894187,1136592815731.9102,93281653361.00624
169.64659047148697,1140166610477.9426,95971503963.32552
169.95465509994668,1165053658619.3967,78552410397.32542
171.63777655027886,1175053364809.1138,91603914711.50105
169.61784512702692,1166624649925.961,86665342181.56738
170.86684103592933,1173683691031.6763,87461661637.88837
172.45802259375776,1183190208804.996,86975440820.15489
172.3934208755687,1182062641381.6519,85748174081.55408
174.6400270555342,1195870646535.442,85737728700.27226
174.0849673159284,1195037682202.1746,83157146894.5829
173.44518673125594,1188239611564.6719,83421713770.29982
174.8289315245279,1200791045047.2126,82814532717.63423
175.94906664005907,1204375388781.1572,84126578968.35854
176.8313189468702,1211970683181.5571,83263679769.43892
175.2663534583185,1209672742881.6677,83608380934.77124
174.10401975500685,1193344776061.19,84053436344.76834
173.94890151479336,1195953753006.401,82344048277.72627
173.6205740973221,1193275136028.3958,83308880665.38522
172.8900555520561,1189329727643.3135,80719136447.5425
173.13421969679897,1190996501408.841,78614727046.65662
173.3038228682189,1191098139621.372,78926840227.39386
174.09638368327,1197093352699.5234,78803142121.11131
174.06057209930523,1196299193968.524,74064403569.6637
171.07226986217617,1173318501723.3254,72419670760.22916
173.6146659346683,1194167928135.9746,73668362363.04802
175.18597327436783,1203326047295.2314,70686646940.10445
176.07574774316768,1207899389177.8547,66216257236.33829
177.26499799556004,1216827416957.1968,65212251663.24055
177.69585012733853,1217768058096.9885,65505245556.98623
176.73033631998308,1213938469943.2356,64254119675.95169
177.06184097177342,1218105713757.8938,63083294671.92319
176.57081515059883,1215985453976.7166,61699885476.94658
175.37144521077587,1205308680882.9568,62175725331.865265
175.4157213658122,1205612986033.4175,61795776074.61297
174.50306966099626,1199340431107.9841,61307454474.57393
174.685252624214,1198166800033.6191,60082068342.014595
174.38644944179995,1199598603165.8813,58017948834.13281
172.6450760326229,1191127024507.9324,57274044078.400955
173.20531207632368,1188833978120.336,57263509767.706696
172.6153584014738,1186366398959.4302,54640582013.65311
171.88999325748662,1183057931472.3684,55958989094.599525
173.5939086207743,1190340451677.6636,54948191897.42768
173.2185496379055,1191730472033.4402,54919445237.91857
172.6693710538342,1191131833957.552,56014925479.17642
172.50047812211096,1188449280571.1414,55515652644.072205
172.22719812489552,1188381634823.939,55288558366.0765
172.10486309044023,1181484505047.3013,56113258568.14699
172.67243855032757,1186298365518.7034,54483362911.224754
171.52411153571865,1170676947478.7542,56505241975.76222
172.86058595293414,1187884846086.424,57056966795.10625
173.04445850615733,1191665499788.5112,55544318796.86702
175.50723498094504,1205304736809.6018,54860263155.949684
172.9979427649695,1192589990394.6824,54636628243.750984
173.0341171576007,1187124196569.4688,54231070507.64831
170.91153175835626,1177934534631.6533,54390333665.59201
172.25911367896177,1183607829308.1506,54336189787.29542
171.37092189666367,1177027880414.5808,53414403604.33495
172.51020554785737,1183648861348.8093,54050246952.46253
172.9629761799668,1186954730633.1128,54179430538.06102
177.12501366868145,1218224894876.1606,61998680291.212234
179.37712660852853,1235920208228.0496,68318536627.12163
180.849512892374,1236751137921.952,73506710433.91496
178.5570430638919,1230686937499.8618,75381571934.60352
177.81984727591924,1224617844123.8293,75849212026.86047
177.03018872212118,1215708840983.1343,81777291733.76735
178.75601962550192,1230820999386.2249,84287653430.34103
178.10519218133788,1226455195980.7227,82945143339.20882
178.73350144423426,1219924472079.4949,85647991012.1246
178.0933954649299,1224589549364.1252,86843738273.84616
176.5781768496182,1210136479762.9155,86285135329.47513
175.0135778914309,1202975206059.9983,87608127275.41385
172.53048238242602,1188291925039.485,89893072259.20195
172.12564100924487,1181949673546.6204,88952895138.30724
172.34802692061112,1184955705636.0688,88019178943.07819
168.97193526441148,1171340125737.4656,90411086675.76495
167.0931515302848,1150276200044.0713,90915284007.2381
165.53840917762528,1141337234929.832,93700906637.657
166.37065503895576,1143506126154.754,98210371127.02968
165.82281319099692,1144891431502.2786,96764091768.15953
164.82674363157648,1132791801840.2961,96697994513.03606
162.16885167003645,1109339350357.5063,100969977358.58084
166.09677011598646,1146481088439.7136,106221681422.55865
165.07005464056678,1133851006807.6875,103452945482.82141
166.01935332214038,1140967995999.3828,100411734560.39464
165.87481721352322,1140464561944.646,96293689080.42078
164.219715178389,1126721426582.6443,94847879437.73134
163.3180995895124,1120859833240.4595,95507704854.9785
163.02166501433692,1118938979682.1416,92149917842.88719
162.82669005389215,1116431585661.0498,91826437251.0057
165.20837615646272,1136481703781.424,92337313211.98207
163.94138816028743,1125715009996.2388,89296379467.75168
160.84989232900105,1105759771676.7756,90521123348.98436
161.95812931198498,1112795847192.7615,92838120856.66252
162.08313312695293,1120211666621.7556,92178107115.23244
160.6809991968752,1103643969684.1013,90526126843.1973
160.59864315565005,1098620617528.8243,90503981184.67737
159.30282908730845,1090331417380.2957,91764138636.07504
155.56470843041959,1078122598994.6481,95685555884.37285
158.29763355890327,1087962248714.2031,98620479824.81921
158.9595263694463,1091327709164.1666,97080736902.63615
157.10619589821314,1081690240120.7643,95385230598.3679
157.26996636266284,1078155496589.2413,93774656143.01938
158.340846123686,1086229099063.97,92761839569.4811
157.42619644585477,1079274817967.2769,93779230461.98756
161.69173701860683,1110549310110.4814,96342231159.14725
161.11438791081818,1112297532425.9456,94593165457.64117
158.91359798082988,1095605547138.4492,94029685320.1052
159.17455045053146,1090119581405.1392,92763576967.69228
157.79039616980387,1087891903851.128,94559873606.69261
156.34988434644922,1077268977380.868,93886597215.86505
154.5681032579266,1056358602915.6866,94314022631.46571
